Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
9886,98,1,"""15.09.2021""","""Amending Council Framework Decision 2002/465/JHA, as regards its alignment with EU rules on the protection of personal data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lenaers""","""A9-0236/2021""","""2021/0008/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0236_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""single vote""",1.0,,0,"""RCV""","""+""",638,29,21,63.0,24.0,173.0,68.0,31.0,102.0,140.0,37.0,1.016,0.329,0.951,0.919,0.544,0.944,0.909,0.902,1,0,0,0
9887,98,2,"""15.09.2021""","""Amending Council Framework Decision 2002/465/JHA, as regards its alignment with EU rules on the protection of personal data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lenaers""","""A9-0236/2021""","""2021/0008/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0236_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: referral back""",1.0,,0,"""RCV""","""+""",639,28,21,63.0,24.0,173.0,68.0,32.0,102.0,140.0,37.0,1.016,0.329,0.951,0.919,0.561,0.944,0.909,0.902,1,0,0,0
9888,98,1,"""15.09.2021""","""European Investigation Order in criminal matters: alignment with EU rules on the protection of personal data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kaljurand""","""A9-0237/2021""","""2021/0009/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0237_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""single vote""",1.0,,0,"""RCV""","""+""",659,7,22,60.0,43.0,173.0,68.0,36.0,102.0,140.0,37.0,0.968,0.589,0.951,0.919,0.632,0.944,0.909,0.902,1,0,0,0
9889,98,2,"""15.09.2021""","""European Investigation Order in criminal matters: alignment with EU rules on the protection of personal data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kaljurand""","""A9-0237/2021""","""2021/0009/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0237_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: referral back""",1.0,,0,"""RCV""","""+""",658,8,22,60.0,43.0,173.0,68.0,35.0,102.0,140.0,37.0,0.968,0.589,0.951,0.919,0.614,0.944,0.909,0.902,1,0,0,0
9890,98,1,"""15.09.2021""","""EU-Korea agreement: certain aspects of air services""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Riquet""","""A9-0251/2021""","""2019/0044/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0251_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",679,6,3,63.0,63.0,173.0,68.0,36.0,102.0,140.0,34.0,1.016,0.863,0.951,0.919,0.632,0.944,0.909,0.829,1,0,0,0
10039,100,1,"""05.10.2021""","""Sustainable Fisheries Partnership Agreement EU/Greenland and Denmark""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Karleskind""","""A9-0233/2021""","""2021/0037/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0233_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",603,16,72,59.0,7.0,173.0,68.0,27.0,103.0,139.0,27.0,0.952,0.096,0.951,0.919,0.474,0.954,0.903,0.659,1,0,0,0
10602,105,1,"""21.10.2021""","""Amending Regulation (EU) 2016/794, as regards Europol’s cooperation with private parties, the processing of personal data by Europol in support of criminal investigations, and Europol’s role on research and innovation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Zarzalejos""","""A9-0290/2021""","""2020/0349/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0290_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Committee decision to enter negotiations""",1.0,,0,"""RCV""","""+""",538,151,7,59.0,42.0,172.0,0.0,25.0,101.0,138.0,0.0,0.952,0.575,0.945,0.0,0.439,0.935,0.896,0.0,1,0,0,0
10603,105,1,"""21.10.2021""","""Amending Regulation (EU) 2018/1862 on the establishment, operation and use of the Schengen Information System (SIS) in the field of police cooperation and judicial cooperation in criminal matters as regards the entry of alerts by Europol""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Zarzalejos""","""A9-0287/2021""","""2020/0350/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0287_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Committee decision to enter negotiations""",1.0,,0,"""RCV""","""+""",545,147,4,61.0,43.0,172.0,0.0,26.0,101.0,140.0,1.0,0.984,0.589,0.945,0.0,0.456,0.935,0.909,0.024,1,0,0,0
10710,106,1,"""11.11.2021""","""Serious cross-border threats to health""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Trillet‑Lenoir""","""A9-0247/2021""","""2020/0322/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",479,71,15,33.0,0.0,142.0,53.0,22.0,86.0,119.0,24.0,0.532,0.0,0.78,0.716,0.386,0.796,0.773,0.585,1,0,0,0
10711,106,1,"""11.11.2021""","""EU/Australia Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Caspary""","""A9-0306/2021""","""2021/0029/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0306_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",451,53,62,48.0,16.0,134.0,41.0,22.0,68.0,115.0,7.0,0.774,0.219,0.736,0.554,0.386,0.63,0.747,0.171,1,0,0,0
10756,107,1,"""23.11.2021""","""Insolvency proceedings: replacing Annexes A and B to the Regulation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Vázquez Lázara""","""A9-0293/2021""","""2021/0118/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0293_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",671,4,13,61.0,54.0,174.0,70.0,37.0,99.0,138.0,38.0,0.984,0.74,0.956,0.946,0.649,0.917,0.896,0.927,1,0,0,0
10757,107,1,"""23.11.2021""","""Integrated farm statistics: Union contribution under the MFF for the years 2021 to 2027""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Terras""","""A9-0310/2021""","""2021/0270/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0310_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""single vote""",1.0,,0,"""RCV""","""+""",669,17,2,60.0,54.0,174.0,70.0,36.0,100.0,137.0,38.0,0.968,0.74,0.956,0.946,0.632,0.926,0.89,0.927,1,0,0,0
10758,107,1,"""23.11.2021""","""Packaged retail and insurance-based investment products (PRIIPs): key information documents. Extension of the transitional arrangement""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernández""","""A9-0297/2021""","""2021/0215/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0297_EN.html""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""single vote""",1.0,,0,"""RCV""","""+""",608,29,51,61.0,32.0,174.0,70.0,28.0,100.0,138.0,5.0,0.984,0.438,0.956,0.946,0.491,0.926,0.896,0.122,1,0,0,0
10759,107,1,"""23.11.2021""","""Undertakings for collective investment in transferable securities (UCITS): the use of key information documents""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernández""","""A9-0301/2021""","""2021/0219/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0301_EN.html""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""single vote""",1.0,,0,"""RCV""","""+""",609,6,73,61.0,33.0,174.0,70.0,28.0,100.0,138.0,5.0,0.984,0.452,0.956,0.946,0.491,0.926,0.896,0.122,1,0,0,0
10855,109,1,"""25.11.2021""","""Adequate minimum wages in the European Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Radtke/Jongerius""","""A9-0325/2021""","""2020/0310/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0325_EN.html""","""Committee on Employment and Social Affairs""","""Employment & Social Affairs""","""Vote: decision to enter into interinstitutional negotiations""",1.0,,0,"""RCV""","""+""",443,192,58,11.0,24.0,78.0,64.0,33.0,72.0,131.0,30.0,0.177,0.329,0.429,0.865,0.579,0.667,0.851,0.732,0,0,1,0
10891,110,1,"""13.12.2021""","""Transitional provisions for certain in vitro diagnostic medical devices and deferred application of requirements for in-house devices""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0381/2021""","""2021/0323/COD""",0,"""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""(C9-0381/2021) In vitro diagnostic medical devices and in- house devices""",1.0,,0,"""RCV""","""+""",680,7,2,63.0,64.0,172.0,68.0,35.0,101.0,139.0,38.0,1.016,0.877,0.945,0.919,0.614,0.935,0.903,0.927,1,0,0,0
10892,112,2,"""15.12.2021""","""Transitional provisions for certain in vitro diagnostic medical devices and deferred application of requirements for in-house devices""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0381/2021""","""2021/0323/COD""",0,"""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",687,6,4,63.0,61.0,175.0,68.0,37.0,102.0,142.0,38.0,1.016,0.836,0.962,0.919,0.649,0.944,0.922,0.927,1,0,0,0
10910,110,1,"""13.12.2021""","""Union tariff rate quota for high quality beef from Paraguay""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Cañas""","""A9-0333/2021""","""2021/0146/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0333_EN.html""","""Committee on International Trade""","""International trade""","""2021/0146/COD""",1.0,,0,"""RCV""","""+""",562,6,121,64.0,62.0,172.0,1.0,31.0,100.0,131.0,1.0,1.032,0.849,0.945,0.014,0.544,0.926,0.851,0.024,1,1,0,0
10921,111,1,"""14.12.2021""","""EU-US air transport agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Grapini""","""A9-0335/2021""","""2010/0112/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0335_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",658,9,30,64.0,62.0,175.0,69.0,36.0,102.0,143.0,7.0,1.032,0.849,0.962,0.932,0.632,0.944,0.929,0.171,1,0,0,0
10922,111,1,"""14.12.2021""","""EC/Gabon Fisheries Partnership Agreement: Implementing Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Bilbao Barandica""","""A9-0316/2021""","""2021/0127/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0316_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",478,148,71,60.0,3.0,174.0,0.0,15.0,100.0,125.0,1.0,0.968,0.041,0.956,0.0,0.263,0.926,0.812,0.024,1,0,0,0
10923,111,1,"""14.12.2021""","""International procurement instrument""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Caspary""","""A9-0337/2021""","""2012/0060/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0337_EN.html""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",590,8,99,4.0,62.0,175.0,69.0,21.0,100.0,137.0,22.0,0.065,0.849,0.962,0.932,0.368,0.926,0.89,0.537,1,0,0,0
10924,111,2,"""14.12.2021""","""International procurement instrument""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Caspary""","""A9-0337/2021""","""2012/0060/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0337_EN.html""","""Committee on International Trade""","""International trade""","""vote: referral back""",1.0,,0,"""RCV""","""+""",665,8,24,60.0,62.0,175.0,69.0,35.0,100.0,138.0,26.0,0.968,0.849,0.962,0.932,0.614,0.926,0.896,0.634,1,0,0,0
10961,112,37,"""15.12.2021""","""Digital Markets Act""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Schwab""","""A9-0332/2021""","""2020/0374/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0332_EN.html""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",642,8,46,52.0,38.0,175.0,69.0,36.0,102.0,140.0,29.0,0.839,0.521,0.962,0.932,0.632,0.944,0.909,0.707,1,0,0,0
10962,112,38,"""15.12.2021""","""Digital Markets Act""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Schwab""","""A9-0332/2021""","""2020/0374/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0332_EN.html""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: referral back""",1.0,,0,"""RCV""","""+""",666,16,14,57.0,53.0,175.0,69.0,39.0,102.0,140.0,30.0,0.919,0.726,0.962,0.932,0.684,0.944,0.909,0.732,1,0,0,0
11282,115,124,"""20.01.2022""","""Digital Services Act""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Schaldemose""","""A9-0356/2021""","""2020/0361/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0356_EN.html""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",530,78,80,35.0,19.0,141.0,63.0,29.0,101.0,138.0,2.0,0.565,0.26,0.775,0.851,0.509,0.935,0.896,0.049,1,0,0,0
11283,115,125,"""20.01.2022""","""Digital Services Act""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Schaldemose""","""A9-0356/2021""","""2020/0361/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0356_EN.html""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: referral back""",1.0,,0,"""RCV""","""+""",586,42,60,51.0,42.0,151.0,67.0,31.0,101.0,139.0,2.0,0.823,0.575,0.83,0.905,0.544,0.935,0.903,0.049,1,0,0,0
11384,117,1,"""14.02.2022""","""Rail: prolongation of temporary levying of charges - COVID-19""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0001/2022""","""2021/0437/COD""",0,"""Committee on Transport and Tourism""","""Transport & tourism""","""(C9-0001/2022) Duration of the reference period for the application of temporary measures concerning the levying of charges for the use of railway infrastructure""",1.0,,0,"""RCV""","""+""",684,6,5,63.0,62.0,175.0,67.0,36.0,102.0,142.0,37.0,1.016,0.849,0.962,0.905,0.632,0.944,0.922,0.902,1,0,0,0
11385,119,2,"""16.02.2022""","""Rail: prolongation of temporary levying of charges - COVID-19""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0001/2022""","""2021/0437/COD""",0,"""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",678,5,11,64.0,60.0,174.0,69.0,34.0,102.0,142.0,33.0,1.032,0.822,0.956,0.932,0.596,0.944,0.922,0.805,1,0,0,0
11386,117,1,"""14.02.2022""","""Macro-financial assistance to Ukraine""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0028/2022""","""2022/0026/COD""",0,"""Committee on International Trade""","""International trade""","""(C9-0028/2022) Providing macro-financial assistance to Ukraine""",1.0,,0,"""RCV""","""+""",598,53,43,55.0,24.0,175.0,67.0,29.0,102.0,142.0,4.0,0.887,0.329,0.962,0.905,0.509,0.944,0.922,0.098,1,0,0,0
11387,119,2,"""16.02.2022""","""Macro-financial assistance to Ukraine""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0028/2022""","""2022/0026/COD""",0,"""Committee on International Trade""","""International trade""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",598,55,41,56.0,27.0,174.0,69.0,24.0,102.0,142.0,4.0,0.903,0.37,0.956,0.932,0.421,0.944,0.922,0.098,1,0,0,0
11388,117,1,"""14.02.2022""","""Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Ruissen""","""A9-0008/2022""","""2021/0184/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0008_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",675,4,16,63.0,49.0,175.0,67.0,38.0,102.0,142.0,39.0,1.016,0.671,0.962,0.905,0.667,0.944,0.922,0.951,1,0,0,0
11399,118,11,"""15.02.2022""","""Catch documentation programme for bluefin tuna""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Mato""","""A9-0172/2021""","""2020/0302/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0172_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",667,3,22,62.0,47.0,174.0,67.0,35.0,100.0,144.0,38.0,1.0,0.644,0.956,0.905,0.614,0.926,0.935,0.927,1,0,0,0
11400,118,12,"""15.02.2022""","""Catch documentation programme for bluefin tuna""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Mato""","""A9-0172/2021""","""2020/0302/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0172_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: referral back""",1.0,,0,"""RCV""","""+""",640,4,48,62.0,25.0,174.0,67.0,30.0,100.0,144.0,38.0,1.0,0.342,0.956,0.905,0.526,0.926,0.935,0.927,1,0,0,0
12366,124,38,"""10.03.2022""","""Batteries and waste batteries""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Bonafè""","""A9-0031/2022""","""2020/0353/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0031_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",584,67,40,8.0,21.0,174.0,68.0,35.0,99.0,142.0,37.0,0.129,0.288,0.956,0.919,0.614,0.917,0.922,0.902,1,0,1,0
12367,124,39,"""10.03.2022""","""Batteries and waste batteries""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Bonafè""","""A9-0031/2022""","""2020/0353/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0031_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",664,16,11,59.0,46.0,174.0,68.0,38.0,99.0,141.0,39.0,0.952,0.63,0.956,0.919,0.667,0.917,0.916,0.951,1,0,0,0
12409,125,1,"""24.03.2022""","""Refugees in Europe: CARE""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0057/2022""","""2022/0075/COD""",0,"""Committee on Regional Development""","""Regional development""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",562,2,3,50.0,48.0,144.0,58.0,25.0,86.0,116.0,35.0,0.806,0.658,0.791,0.784,0.439,0.796,0.753,0.854,1,0,0,0
12415,125,6,"""24.03.2022""","""More flexible use of funds under the AMIF Regulations in light of the war in Ukraine""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0056/2022""","""2022/0077/COD""",0,"""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",575,4,3,51.0,49.0,149.0,62.0,25.0,88.0,118.0,33.0,0.823,0.671,0.819,0.838,0.439,0.815,0.766,0.805,1,0,0,0
12416,125,1,"""24.03.2022""","""Status Agreement between the EU and Moldova on Frontex operational activities""","""***""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0120/2022""","""2022/0087/NLE""",0,"""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",543,34,10,49.0,44.0,150.0,63.0,25.0,88.0,117.0,7.0,0.79,0.603,0.824,0.851,0.439,0.815,0.76,0.171,1,0,0,0
12419,125,1,"""24.03.2022""","""Macro-financial assistance to the Republic of Moldova""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Gregorová""","""A9-0043/2022""","""2021/0438/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0043_EN.html""","""Committee on International Trade""","""International trade""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",558,20,10,49.0,44.0,149.0,62.0,26.0,88.0,119.0,21.0,0.79,0.603,0.819,0.838,0.456,0.815,0.773,0.512,1,0,0,0
12425,125,1,"""24.03.2022""","""EU-Brazil Agreement on short-stay visa waiver for holders of ordinary passports""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Rangel""","""A9-0029/2022""","""2018/0084/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0029_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",585,3,0,52.0,50.0,149.0,63.0,28.0,88.0,120.0,35.0,0.839,0.685,0.819,0.851,0.491,0.815,0.779,0.854,1,0,0,0
12426,125,1,"""24.03.2022""","""EU-Brazil Agreement on short-stay visa waiver for holders of diplomatic, service or official passports""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Rangel""","""A9-0030/2022""","""2018/0086/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0030_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",587,3,0,53.0,51.0,151.0,63.0,28.0,88.0,118.0,35.0,0.855,0.699,0.83,0.851,0.491,0.815,0.766,0.854,1,0,0,0
12487,126,1,"""05.04.2022""","""Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Peter‑Hansen/Rafaela""","""A9-0056/2022""","""2021/0050/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0056_EN.html""","""Committee on Employment and Social Affairs, Committee on Women's Rights and Gender Equality""","""Employment & Social Affairs""","""vote: decision to enter interinstitutional negotiations""",1.0,,0,"""RCV""","""+""",403,166,58,1.0,23.0,70.0,69.0,15.0,71.0,124.0,30.0,0.016,0.315,0.385,0.932,0.263,0.657,0.805,0.732,0,0,1,0
12489,126,2,"""05.04.2022""","""Revision of the Market Stability Reserve for the EU Emissions Trading System""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Engerer""","""A9-0045/2022""","""2021/0202/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0045_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",490,127,7,4.0,0.0,154.0,68.0,25.0,89.0,124.0,26.0,0.065,0.0,0.846,0.919,0.439,0.824,0.805,0.634,1,0,0,0
12502,126,1,"""05.04.2022""","""Equivalence of field inspections and of certain seed produced in Bolivia""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Vrecionová""","""A9-0053/2022""","""2022/0016/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0053_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""single vote""",1.0,,0,"""RCV""","""+""",549,3,78,57.0,44.0,161.0,1.0,31.0,96.0,126.0,33.0,0.919,0.603,0.885,0.014,0.544,0.889,0.818,0.805,1,0,0,0
12504,126,1,"""05.04.2022""","""Minimum level of training of seafarers (codification)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Aubry""","""A9-0080/2022""","""2020/0329/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0080_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",623,4,2,57.0,51.0,160.0,69.0,32.0,95.0,126.0,33.0,0.919,0.699,0.879,0.932,0.561,0.88,0.818,0.805,1,0,0,0
12522,127,1,"""07.04.2022""","""Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Canfin""","""C9-0475/2021""","""2021/0431/COD""",0,"""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",547,0,4,47.0,41.0,142.0,63.0,24.0,89.0,112.0,29.0,0.758,0.562,0.78,0.851,0.421,0.824,0.727,0.707,1,0,0,1
12523,127,1,"""07.04.2022""","""Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Canfin""","""C9-0476/2021""","""2021/0432/COD""",0,"""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",555,0,3,48.0,41.0,145.0,63.0,26.0,89.0,113.0,30.0,0.774,0.562,0.797,0.851,0.456,0.824,0.734,0.732,1,0,0,1
12524,127,1,"""07.04.2022""","""Increased pre-financing from REACT-EU""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0127/2022""","""2022/0096/COD""",0,"""Committee on Regional Development""","""Regional development""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",549,1,8,48.0,33.0,145.0,63.0,28.0,89.0,113.0,30.0,0.774,0.452,0.797,0.851,0.491,0.824,0.734,0.732,1,0,0,0
12525,127,1,"""07.04.2022""","""Gas storage""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Buşoi""","""C9-0126/2022""","""2022/0090/COD""",0,"""Committee on Industry, Research and Energy""","""Industry, Research & Energy""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",516,25,15,43.0,31.0,144.0,63.0,22.0,88.0,113.0,12.0,0.694,0.425,0.791,0.851,0.386,0.815,0.734,0.293,1,0,0,0
12784,129,1,"""03.05.2022""","""Amending Annexes IV and V to Regulation (EU) 2019/1021 on persistent organic pollutants""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hojsík""","""A9-0092/2022""","""2021/0340/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0092_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",506,68,49,5.0,4.0,153.0,67.0,17.0,94.0,131.0,35.0,0.081,0.055,0.841,0.905,0.298,0.87,0.851,0.854,1,0,1,0
12871,130,1,"""04.05.2022""","""Distortive foreign subsidies""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hansen""","""A9-0135/2022""","""2021/0114/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0135_EN.html""","""Committee on International Trade""","""International trade""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",627,8,11,55.0,57.0,161.0,64.0,36.0,95.0,131.0,28.0,0.887,0.781,0.885,0.865,0.632,0.88,0.851,0.683,1,0,0,0
