,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
870,871,32,14,17.04.2020,Specific measures to mitigate the impact of the COVID-19 outbreak in the fishery and aquaculture sector,***I,Leg,Draft legislative resolution,s,Karleskind,C9-0093/2020,2020/0059/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,Committee on Fisheries,Fisheries,Recital 3,0.0,6,"EPP, S&D, Renew, ID, ECR, EUL/NGL",RCV,+,604,73,14,62,173,6,55,33,102,139,34,1.0,0.951,0.081,0.753,0.579,0.944,0.903,0.829,1,0,0,0
871,872,32,15,17.04.2020,Specific measures to mitigate the impact of the COVID-19 outbreak in the fishery and aquaculture sector,***I,Leg,Draft legislative resolution,s,Karleskind,C9-0093/2020,2020/0059/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,Committee on Fisheries,Fisheries,Recital 5,0.0,7,"EPP, S&D, Renew, ID, ECR, EUL/NGL",RCV,+,661,26,4,62,174,60,55,33,103,140,34,1.0,0.956,0.811,0.753,0.579,0.954,0.909,0.829,1,0,0,0
872,873,32,16,17.04.2020,Specific measures to mitigate the impact of the COVID-19 outbreak in the fishery and aquaculture sector,***I,Leg,Draft legislative resolution,s,Karleskind,C9-0093/2020,2020/0059/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,Committee on Fisheries,Fisheries,After recital 10,0.0,8,"EPP, S&D, Renew, ID, ECR, EUL/NGL",RCV,+,606,66,17,62,173,9,53,32,102,139,36,1.0,0.951,0.122,0.726,0.561,0.944,0.903,0.878,1,0,0,0
873,874,32,17,17.04.2020,Specific measures to mitigate the impact of the COVID-19 outbreak in the fishery and aquaculture sector,***I,Leg,Draft legislative resolution,s,Karleskind,C9-0093/2020,2020/0059/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,Committee on Fisheries,Fisheries,Joint statement,0.0,16,Greens/EFA,RCV,-,108,536,46,1,3,63,10,4,2,10,15,0.016,0.016,0.851,0.137,0.07,0.019,0.065,0.366,0,0,0,0
874,875,32,18,17.04.2020,Specific measures to mitigate the impact of the COVID-19 outbreak in the fishery and aquaculture sector,***I,Leg,Draft legislative resolution,s,Karleskind,C9-0093/2020,2020/0059/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,Committee on Fisheries,Fisheries,vote: Commission proposal,1.0,,0,RCV,+,671,10,15,62,173,67,54,35,103,143,34,1.0,0.951,0.905,0.74,0.614,0.954,0.929,0.829,1,0,0,0
875,876,31,1,16.04.2020,Request for urgent procedure - Medical devices,***I,Leg,Proposal for a decision,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/TA-9-2020-0053_EN.html,"Committee on the Environment, Public Health and Food Safety ",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,680,3,2,63,173,67,61,36,101,141,38,1.016,0.951,0.905,0.836,0.632,0.935,0.916,0.927,1,0,0,0
876,877,32,2,17.04.2020,Medical devices,***I,Leg,Draft legislative resolution,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, point 6, after point a
Regulation (EU) 2017/745 Article 120, paragraph 3, suparagraph  1",0.0,1,"EPP, S&D, Renew, ID, Greens/EFA, ECR, EUL/NGL",RCV,+,685,3,3,64,174,67,64,35,103,140,38,1.032,0.956,0.905,0.877,0.614,0.954,0.909,0.927,1,0,0,0
877,878,32,3,17.04.2020,Medical devices,***I,Leg,Draft legislative resolution,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, point 6, point d
Regulation (EU) 2017/745 Article 120, paragraph 6",0.0,2,"EPP, S&D, Renew, ID, Greens/EFA, ECR, EUL/NGL",RCV,+,685,4,2,64,174,67,64,35,103,140,38,1.032,0.956,0.905,0.877,0.614,0.954,0.909,0.927,1,0,0,0
878,879,32,4,17.04.2020,Medical devices,***I,Leg,Draft legislative resolution,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, point 6, point e
Regulation (EU) 2017/745 Article 120, paragraph 10",0.0,3,"EPP, S&D, Renew, ID, Greens/EFA, ECR, EUL/NGL",RCV,+,685,4,2,64,174,67,64,35,103,140,38,1.032,0.956,0.905,0.877,0.614,0.954,0.909,0.927,1,0,0,0
879,880,32,5,17.04.2020,Medical devices,***I,Leg,Draft legislative resolution,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, point 8, point b, point iii Regulation (EU) 2017/745 Article 123, paragraph 3, point f",0.0,4D,"EPP, S&D, Renew, ID, Greens/EFA, ECR, EUL/NGL",RCV,+,686,2,3,64,174,67,65,35,103,140,38,1.032,0.956,0.905,0.89,0.614,0.954,0.909,0.927,1,0,0,0
880,881,32,6,17.04.2020,Medical devices,***I,Leg,Draft legislative resolution,s,Nicholsonová,C9-0098/2020,2020/0060/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-17_EN.pdf,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,693,1,2,63,174,69,65,38,103,143,38,1.016,0.956,0.932,0.89,0.667,0.954,0.929,0.927,1,0,0,0
881,882,31,1,16.04.2020,Regulation Amendmentending the Multiannual financial framework 2014-2020,***I,Leg,Draft legislative resolution,s,Olbrycht/Marques,C9-0110/202,2020/0055/APP,https://www.europarl.europa.eu/doceo/document/PV-9-2020-04-16_EN.pdf,Committee on Budgets,Budget,single vote,1.0,,0,RCV,+,464,11,4,49,95,39,48,31,80,95,27,0.79,0.522,0.527,0.658,0.544,0.741,0.617,0.659,0,0,0,0
990,991,33,1,13.05.2020,Request for urgent procedure - Macro-financial assistance to enlargement and neighbourhood partners in the context of the Covid-19 pandemic crisis,***I,Leg,Draft legislative resolution,s,0,C9-0119/2020,2020/0065/COD,https://www.europarl.europa.eu/doceo/document/TA-9-2020-0125_EN.html,Committee on International Trade ,International trade,C9-0119/2020 - 2020/0065(COD),1.0,,0,RCV,+,602,80,7,55,172,68,4,27,102,140,34,0.887,0.945,0.919,0.055,0.474,0.944,0.909,0.829,1,0,0,0
991,992,35,2,15.05.2020,Macro-financial assistance to enlargement and neighbourhood partners in the context of the Covid-19 pandemic crisis,***I,Leg,Draft legislative resolution,s,0,C9-0119/2020,2020/0065/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on International Trade ,International trade,"Article 1, paragraph 2",0.0,1,EUL/NGL,RCV,-,61,606,27,0,1,6,0,14,1,3,36,0.0,0.005,0.081,0.0,0.246,0.009,0.019,0.878,0,0,0,0
992,993,34,3,15.05.2020,Macro-financial assistance to enlargement and neighbourhood partners in the context of the Covid-19 pandemic crisis,***I,Leg,Draft legislative resolution,s,0,C9-0119/2020,2020/0065/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on International Trade ,International trade,"Article 1, paragraph 3",0.0,2,EUL/NGL,RCV,-,104,555,35,1,3,2,44,11,0,4,39,0.016,0.016,0.027,0.603,0.193,0.0,0.026,0.951,0,0,0,0
993,994,35,4,15.05.2020,Macro-financial assistance to enlargement and neighbourhood partners in the context of the Covid-19 pandemic crisis,***I,Leg,Draft legislative resolution,s,0,C9-0119/2020,2020/0065/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on International Trade ,International trade,"Article 3, paragraph 1",0.0,3,EUL/NGL,RCV,-,120,537,37,1,4,6,44,20,1,5,39,0.016,0.022,0.081,0.603,0.351,0.009,0.032,0.951,0,0,0,0
994,995,35,5,15.05.2020,Macro-financial assistance to enlargement and neighbourhood partners in the context of the Covid-19 pandemic crisis,***I,Leg,Draft legislative resolution,s,0,C9-0119/2020,2020/0065/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on International Trade ,International trade,Vote: Commission proposal,1.0,,0,RCV,+,547,93,47,46,171,70,0,28,102,130,0,0.742,0.94,0.946,0.0,0.491,0.944,0.844,0.0,1,0,0,0
995,996,33,1,13.05.2020,Request for urgent procedure - Temporary measures concerning the general meetings of European companies (SE) and of European Cooperative Societies (SCE),***,Leg,Draft legislative resolution,s,0,C9-0133/2020,2020/0073/APP,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-13_EN.pdf,Committee on Legal Affairs,Legal Affairs,C9-0133/2020 - 2020/0073/APP,1.0,,0,RCV,+,649,36,4,63,174,68,61,33,102,140,8,1.016,0.956,0.919,0.836,0.579,0.944,0.909,0.195,1,0,0,0
996,997,34,2,14.05.2020,Temporary measures concerning the general meetings of European companies (SE) and of European Cooperative Societies (SCE),***,Leg,Draft legislative resolution,s,0,C9-0133/2020,2020/0073/APP,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-14_EN.pdf,Committee on Legal affairs,Legal affairs,vote: consent,1.0,,0,RCV,+,657,30,6,63,176,69,63,36,102,140,8,1.016,0.967,0.932,0.863,0.632,0.944,0.909,0.195,1,0,0,0
997,998,33,1,13.05.2020,Request for urgent procedure - Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-13_EN.pdf,Committee on Transport and Tourism,Transport & tourism,C9-0124/2020 - 2020/0069(COD),1.0,,0,RCV,+,587,98,4,63,175,5,62,31,101,138,12,1.016,0.962,0.068,0.849,0.544,0.935,0.896,0.293,1,0,0,0
998,999,35,2,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 2 Regulation (EC) No 1008/2008 Article 9, paragraph 1a",0.0,28,EUL/NGL,RCV,-,272,363,59,0,4,70,0,20,3,136,39,0.0,0.022,0.946,0.0,0.351,0.028,0.883,0.951,0,0,1,0
999,1000,35,3,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 2 Regulation (EC) No 1008/2008 Article 9, paragraph 1a",0.0,7,Greens/EFA,RCV,-,277,412,5,1,8,70,0,16,8,136,38,0.016,0.044,0.946,0.0,0.281,0.074,0.883,0.927,0,0,1,0
1000,1001,35,4,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 2 Regulation (EC) No 1008/2008 Article 9, paragraph 1b",0.0,1= 9= 15= 21=,"EPP, S&D, Renew, ECR",RCV,+,658,31,5,64,174,70,40,28,102,141,39,1.032,0.956,0.946,0.548,0.491,0.944,0.916,0.951,1,0,0,0
1001,1002,35,5,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 3
Regulation (EC) No 1008/2008 Article 21a, paragrapj 4",0.0,2= 10= 16= 22=,"EPP, S&D, Renew, ECR",RCV,+,656,32,5,64,174,70,40,28,101,140,39,1.032,0.956,0.946,0.548,0.491,0.935,0.909,0.951,1,0,0,0
1002,1003,35,6,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 4 Regulation (EC) No 1008/2008 Article 24a, paragraph 1",0.0,3= 17= 23=,"EPP, Renew, ECR",RCV,+,557,63,73,63,163,69,13,27,79,136,7,1.016,0.896,0.932,0.178,0.474,0.731,0.883,0.171,1,0,0,0
1003,1004,35,7,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 4 Regulation (EC) No 1008/2008 Article 24a, paragraph 1",0.0,29,EUL/NGL,RCV,-,209,475,10,2,5,69,60,26,2,6,39,0.032,0.027,0.932,0.822,0.456,0.019,0.039,0.951,0,0,0,0
1004,1005,35,8,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 4
Regulation (EC) No 1008/2008 Article 24a, paragraph 2",0.0,4= 12= 18= 24=,"EPP, S&D, Renew, ECR",RCV,+,683,7,4,64,174,70,61,33,101,141,39,1.032,0.956,0.946,0.836,0.579,0.935,0.916,0.951,1,0,0,0
1005,1006,35,9,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 4 Regulation (EC) No 1008/2008 Article 24a, paragraph 6",0.0,5D= 13D= 19D= 25D=,"EPP, S&D, Renew, ECR",RCV,+,668,18,8,63,170,70,53,30,102,141,39,1.016,0.934,0.946,0.726,0.526,0.944,0.916,0.951,1,0,0,0
1006,1007,35,10,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 1, point 4 Regulation (EC) No 1008/2008 Article 24a, paragraph 7",0.0,6D= 14D= 20D= 26D=,"EPP, S&D, Renew, ECR",RCV,+,669,15,10,63,169,70,53,32,102,141,39,1.016,0.929,0.946,0.726,0.561,0.944,0.916,0.951,1,0,0,0
1007,1008,35,11,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,After recital 7,0.0,8= 27=,"S&D, EUL/NGL",RCV,+,519,165,10,57,29,70,62,27,95,140,39,0.919,0.159,0.946,0.849,0.474,0.88,0.909,0.951,0,0,1,0
1008,1009,35,12,15.05.2020,Temporary measures concerning the operation of air services,***I,Leg,Draft legislative resolution,s,0,C9-0124/2020,2020/0069/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,Vote: Commission proposal,1.0,,0,RCV,+,641,29,17,60,176,69,62,34,102,130,8,0.968,0.967,0.932,0.849,0.596,0.944,0.844,0.195,1,0,0,0
1009,1010,33,1,13.05.2020,Request for urgent procedure -  Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-13_EN.pdf,Committee on Transport and Tourism,Transport & tourism,C9-0126/2020 - 2020/0068(COD),1.0,,0,RCV,+,612,73,4,64,175,5,62,32,101,140,33,1.032,0.962,0.068,0.849,0.561,0.935,0.909,0.805,1,0,0,0
1010,1011,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,Text as a whole,0.0,4cp= 5cp= 6cp= 9cp= 10cp= 11cp=,"EPP, S&D, Renew, EUL/NGL, ECR, ID",RCV,+,680,6,8,63,172,70,63,33,102,141,36,1.016,0.945,0.946,0.863,0.579,0.944,0.916,0.878,1,0,0,0
1011,1012,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 4, paragraph 4",0.0,1= 7=,"Greens/EFA, EUL/NGL",RCV,-,261,402,31,1,0,66,6,10,2,137,39,0.016,0.0,0.892,0.082,0.175,0.019,0.89,0.951,0,0,1,0
1012,1013,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,Article 5,0.0,3,Greens/EFA,RCV,-,227,456,11,0,0,66,1,9,2,137,12,0.0,0.0,0.892,0.014,0.158,0.019,0.89,0.293,0,0,1,0
1013,1014,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,Article 5,0.0,4cp= 5cp= 6cp= 9cp= 10cp= 11cp=,"EPP, S&D, Renew, EUL/NGL, ECR, ID",RCV,+,675,10,9,61,173,70,63,32,101,141,34,0.984,0.951,0.946,0.863,0.561,0.935,0.916,0.829,1,0,0,0
1014,1015,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,"Article 7, paragraph 3",0.0,2= 8=,"Greens/EFA, EUL/NGL",RCV,-,258,404,32,0,0,66,3,9,4,138,38,0.0,0.0,0.892,0.041,0.158,0.037,0.896,0.927,0,0,1,0
1015,1016,35,1,15.05.2020,Temporary measures concerning the validity of certificates and licences (omnibus),***I,Leg,Draft legislative resolution,s,0,C9-0126/2020,2020/0068/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-15_EN.pdf,Committee on Transport and Tourism,Transport & tourism,Vote: Commission proposal,1.0,0,0,RCV,+,669,11,8,61,176,69,63,37,102,125,36,0.984,0.967,0.932,0.863,0.649,0.944,0.812,0.878,1,0,0,0
1016,1017,33,1,13.05.2020,Request for urgent procedure -  Port infrastructure charges,***I,Leg,Draft legislative resolution,s,0,C9-0123/2020,2020/0067/COD,https://www.europarl.europa.eu/doceo/document/PV-9-2020-05-13_EN.pdf,Committee on Transport and Tourism,Transport & tourism,C9-0123/2020 - 2020/0067(COD),1.0,,0,RCV,+,596,90,3,63,175,5,62,32,101,128,30,1.016,0.962,0.068,0.849,0.561,0.935,0.831,0.732,1,0,0,0
1017,1018,35,2,15.05.2020,Port infrastructure charges,***I,Leg,Draft legislative resolution,s,0,C9-0123/2020,2020/0067/COD,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0067(COD),Committee on Transport and Tourism,Transport & tourism,Proposal to reject the Commission proposal,1.0,,Greens/EFA,RCV,-,151,531,11,47,15,64,1,7,2,6,9,0.758,0.082,0.865,0.014,0.123,0.019,0.039,0.22,0,0,0,0
1018,1019,35,3,15.05.2020,Port infrastructure charges,***I,Leg,Draft legislative resolution,s,0,C9-0123/2020,2020/0067/COD,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0067(COD),Committee on Transport and Tourism,Transport & tourism,"Article 1, point 1, Regulation (EU) 2017/352 Article 21, paragraph 3",0.0,16,ECR,RCV,-,151,535,7,57,15,64,6,5,3,1,0,0.919,0.082,0.865,0.082,0.088,0.028,0.006,0.0,0,0,0,0
