Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
2694,108.0,1,2012-04-18 00:00:00,Draft Protocol on the concerns of the Irish people on the Treaty of Lisbon (consent),***,Leg,Draft legislative resolution,s,Rangel,A7-0065/2012,2011/0816/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0065&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,single vote,1.0,,0,RCV,+,590,20,41,46.0,14.0,246.0,47.0,9.0,74.0,154.0,0.0,0.807,0.452,0.901,0.825,0.273,0.892,0.79,0.0,1,0,0,0
2714,109.0,1,2012-04-19 00:00:00,EU-USA agreement on the use and transfer of PNR to the US Department of Homeland Security,***,Leg,Draft legislative resolution,s,in 't Veld,A7-0099/2012,2011/0382/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0099&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,409,226,33,45.0,10.0,233.0,0.0,6.0,20.0,95.0,0.0,0.789,0.323,0.853,0.0,0.182,0.241,0.487,0.0,0,1,0,0
2758,111.0,1,2012-05-10 00:00:00,Restrictions on imports of certain steel products from Russia,***I,Leg,Draft legislative resolution,s,Sturdy ,A7-0085/2012,2011/0315/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0085&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,577,21,5,39.0,24.0,218.0,48.0,15.0,70.0,146.0,17.0,0.684,0.774,0.799,0.842,0.455,0.843,0.749,0.486,1,0,0,0
2759,111.0,1,2012-05-10 00:00:00,Electronic publication of the Official Journal of the European Union,***,Leg,Draft legislative resolution,s,Ziobro ,A7-0087/2012,2011/0070/APP,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0087&language=EN,Committee on Legal Affairs,Juridical affairs,single vote,1.0,,0,RCV,+,596,6,18,38.0,18.0,228.0,52.0,14.0,70.0,150.0,26.0,0.667,0.581,0.835,0.912,0.424,0.843,0.769,0.743,1,0,0,0
2866,111.0,1,2012-05-10 00:00:00,Roaming on public mobile communications networks within the Union,***I,Leg,Motion for a resolution,s,Niebler,A7-0149/2012 ,2011/0187/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0149&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,578,10,10,36.0,20.0,215.0,48.0,18.0,66.0,155.0,20.0,0.632,0.645,0.788,0.842,0.545,0.795,0.795,0.571,1,0,0,0
2867,111.0,1,2012-05-10 00:00:00,Export and import of dangerous chemicals,***I,Leg,Motion for a resolution,s,Jørgensen ,A7-0015/2012 ,2011/0105/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0015&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,563,16,3,38.0,18.0,208.0,47.0,11.0,62.0,151.0,28.0,0.667,0.581,0.762,0.825,0.333,0.747,0.774,0.8,1,0,0,0
2879,112.0,1,2012-05-22 00:00:00,Issuance of euro coins,***I,Leg,Draft legislative resolution,s,Martin,A7-0439/2011 ,2011/0131/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0439&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,612,28,16,39.0,16.0,235.0,47.0,9.0,76.0,167.0,23.0,0.684,0.516,0.861,0.825,0.273,0.916,0.856,0.657,1,0,0,0
2885,113.0,1,2012-05-23 00:00:00,Bluefin tuna in the eastern Atlantic and Mediterranean,***I,Leg,Draft legislative resolution,s,Romeva i Rueda,A7-0449/2011,2011/0144/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0449&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,635,16,11,42.0,18.0,242.0,54.0,15.0,73.0,166.0,25.0,0.737,0.581,0.886,0.947,0.455,0.88,0.851,0.714,1,0,0,0
2886,113.0,1,2012-05-23 00:00:00,Double-hull or equivalent design requirements for single-hull oil tankers,***I,Leg,Draft legislative resolution,s,Riquet,A7-0034/2012 ,2011/0243/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0034&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,656,4,15,42.0,19.0,248.0,54.0,20.0,76.0,169.0,28.0,0.737,0.613,0.908,0.947,0.606,0.916,0.867,0.8,1,0,0,0
2889,113.0,1,2012-05-23 00:00:00,Fishing opportunities and financial contribution provided for by the EU-Mozambique Fisheries Partnership Agreement,***,Leg,Draft legislative resolution,s,Hierro Caraballo ,A7-0147/2012 ,2011/0378/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0147&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,566,89,17,39.0,15.0,240.0,1.0,16.0,74.0,161.0,20.0,0.684,0.484,0.879,0.018,0.485,0.892,0.826,0.571,1,0,0,0
2951,116.0,5,2012-06-13 00:00:00,Scheme of generalised tariff preferences,***I,Leg,Draft legislative resolution,s,Fjellner,A7-0054/2012 ,2011/0117/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0054&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,503,107,37,43.0,6.0,229.0,2.0,10.0,67.0,146.0,0.0,0.754,0.194,0.839,0.035,0.303,0.807,0.749,0.0,1,0,0,0
2954,116.0,1,2012-06-13 00:00:00,Extension of the geographic scope of the EBRD to the Southern and Eastern Mediterranean,***I,Leg,Draft legislative resolution,s,Binev ,A7-0142/2012 ,2011/0442/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0142&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,565,83,31,44.0,15.0,241.0,1.0,8.0,75.0,180.0,1.0,0.772,0.484,0.883,0.018,0.242,0.904,0.923,0.029,1,0,0,0
2997,117.0,1,2012-06-14 00:00:00,Stock of herring distributed to the west of Scotland,***I,Leg,Draft legislative resolution,s,Stevenson,A7-0145/2012 ,2011/0345/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0145&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,593,10,7,37.0,16.0,222.0,45.0,14.0,66.0,167.0,26.0,0.649,0.516,0.813,0.789,0.424,0.795,0.856,0.743,1,0,0,0
2998,117.0,1,2012-06-14 00:00:00,Major-accident hazards involving dangerous substances,***I,Leg,Draft legislative resolution,s,Áder,A7-0339/2011 ,2010/0377/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0339&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,599,12,6,38.0,16.0,227.0,46.0,17.0,66.0,167.0,22.0,0.667,0.516,0.832,0.807,0.515,0.795,0.856,0.629,1,0,0,0
3045,118.0,1,2012-07-03 00:00:00,Customs enforcement of intellectual property rights,***I,Leg,Draft legislative resolution,s,Creutzmann,A7-0046/2012 ,2011/0137/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0046&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,397,259,26,43.0,20.0,247.0,0.0,12.0,70.0,5.0,0.0,0.754,0.645,0.905,0.0,0.364,0.843,0.026,0.0,0,1,0,0
3048,119.0,1,2012-07-04 00:00:00,Common rules for direct support schemes for farmers,***I,Leg,Draft legislative resolution,s,De Castro ,A7-0158/2011 ,2010/0267/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0158&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,648,27,11,46.0,17.0,245.0,56.0,19.0,77.0,175.0,13.0,0.807,0.548,0.897,0.982,0.576,0.928,0.897,0.371,1,0,0,0
3049,119.0,1,2012-07-04 00:00:00,Support for rural development by the European Agricultural Fund for Rural Development,***I,Leg,Draft legislative resolution,s,De Castro ,A7-0161/2011 ,2010/0266/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0161&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,645,25,18,47.0,17.0,246.0,56.0,12.0,78.0,173.0,16.0,0.825,0.548,0.901,0.982,0.364,0.94,0.887,0.457,1,0,0,0
3050,119.0,1,2012-07-04 00:00:00,Common organisation of agricultural markets and specific provisions for certain agricultural products,***I,Leg,Draft legislative resolution,s,De Castro ,A7-0322/2011 ,2010/0385/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0322&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,649,24,15,47.0,17.0,244.0,56.0,17.0,77.0,177.0,14.0,0.825,0.548,0.894,0.982,0.515,0.928,0.908,0.4,1,0,0,0
3051,119.0,1,2012-07-04 00:00:00,Financing of the common agricultural policy,***I,Leg,Draft legislative resolution,s,La Via ,A7-0209/2011 ,2010/0365/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0209&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,650,24,14,46.0,17.0,246.0,55.0,17.0,77.0,176.0,16.0,0.807,0.548,0.901,0.965,0.515,0.928,0.903,0.457,1,0,0,0
3052,119.0,1,2012-07-04 00:00:00,Organic production and labelling of organic products,***I,Leg,Draft legislative resolution,s,Häusling,A7-0215/2011 ,2010/0364/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0215&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,629,25,34,24.0,16.0,245.0,56.0,13.0,78.0,176.0,21.0,0.421,0.516,0.897,0.982,0.394,0.94,0.903,0.6,1,0,0,0
3053,119.0,1,2012-07-04 00:00:00,System of financing by the European Agricultural Guarantee Fund,***I,Leg,Draft legislative resolution,s,Santos,A7-0204/2011 ,2010/0366/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0204&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,654,21,15,48.0,17.0,245.0,53.0,16.0,78.0,177.0,20.0,0.842,0.548,0.897,0.93,0.485,0.94,0.908,0.571,1,0,0,0
3056,119.0,1,2012-07-04 00:00:00,Direct payments to farmers,***I,Leg,Draft legislative resolution,s,Santos,A7-0163/2012 ,2011/0286/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0163&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution,1.0,,0,RCV,+,650,23,16,48.0,17.0,245.0,52.0,17.0,78.0,174.0,19.0,0.842,0.548,0.897,0.912,0.515,0.94,0.892,0.543,1,0,0,0
3075,120.0,1,2012-07-05 00:00:00,Protocol on the Statute of the Court of Justice of the European Union,***I,Leg,Draft legislative resolution,s,Thein,A7-0185/2012 ,2011/0901A/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0185&language=EN,Committee on Legal Affairs,Juridical affairs,single vote,1.0,,0,RCV,+,584,26,7,39.0,14.0,223.0,52.0,9.0,67.0,156.0,24.0,0.684,0.452,0.817,0.912,0.273,0.807,0.8,0.686,1,0,0,0
3076,120.0,1,2012-07-05 00:00:00,Temporary judges of the European Union civil service tribunal,***I,Leg,Draft legislative resolution,s,Thein,A7-0184/2012 ,2011/0902/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0184&language=EN,Committee on Legal Affairs,Juridical affairs,single vote,1.0,,0,RCV,+,591,20,7,43.0,14.0,224.0,51.0,9.0,69.0,154.0,27.0,0.754,0.452,0.821,0.895,0.273,0.831,0.79,0.771,1,0,0,0
3077,120.0,1,2012-07-05 00:00:00,Financial aid in the field of the trans-European transport and energy networks,***I,Leg,Draft legislative resolution,s,Färm,A7-0150/2012 ,2011/0301/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0150&language=EN,Committee on Budgets,Budget,vote: legislative resolution,1.0,,0,RCV,+,579,32,9,42.0,14.0,226.0,51.0,10.0,68.0,154.0,14.0,0.737,0.452,0.828,0.895,0.303,0.819,0.79,0.4,1,0,0,0
3083,121.0,1,2012-09-11 00:00:00,Energy efficiency,***I,Leg,Draft legislative resolution,s,Turmes,A7-0265/2012 ,2011/0172/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0265&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",single vote,1.0,,0,RCV,+,632,25,19,49.0,13.0,242.0,51.0,10.0,73.0,169.0,25.0,0.86,0.419,0.886,0.895,0.303,0.88,0.867,0.714,1,0,0,0
3086,121.0,1,2012-09-11 00:00:00,European standardisation,***I,Leg,Draft legislative resolution,s,Comi,A7-0069/2012 ,2011/0150/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0069&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,639,18,17,49.0,17.0,239.0,52.0,10.0,74.0,172.0,26.0,0.86,0.548,0.875,0.912,0.303,0.892,0.882,0.743,1,0,0,0
3091,121.0,1,2012-09-11 00:00:00,Pharmacovigilance (amendment of Regulation (EC) No 726/2004),***I,Leg,Draft legislative resolution,s,McAvan,A7-0164/2012 ,2012/0023/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0164&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,665,9,10,50.0,19.0,243.0,52.0,18.0,76.0,174.0,33.0,0.877,0.613,0.89,0.912,0.545,0.916,0.892,0.943,1,0,0,0
3092,121.0,1,2012-09-11 00:00:00,Sulphur content of marine fuels,***I,Leg,Draft legislative resolution,s,Hassi,A7-0038/2012 ,2011/0190/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0038&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,606,55,13,34.0,6.0,235.0,51.0,17.0,67.0,166.0,30.0,0.596,0.194,0.861,0.895,0.515,0.807,0.851,0.857,1,0,0,0
3093,121.0,1,2012-09-11 00:00:00,Single payment scheme and support to vine-growers,***I,Leg,Draft legislative resolution,s, Dorfmann ,A7-0203/2012 ,2011/0285/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0203&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution,1.0,,0,RCV,+,643,28,12,48.0,16.0,246.0,51.0,19.0,74.0,167.0,22.0,0.842,0.516,0.901,0.895,0.576,0.892,0.856,0.629,1,0,0,0
3094,121.0,1,2012-09-11 00:00:00,Administrative cooperation through the internal market information system,***I,Leg,Draft legislative resolution,s,Bielan,A7-0068/2012 ,2011/0226/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0068&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,623,25,35,50.0,17.0,245.0,53.0,11.0,76.0,170.0,1.0,0.877,0.548,0.897,0.93,0.333,0.916,0.872,0.029,1,0,0,0
3113,122.0,1,2012-09-12 00:00:00,"Minimum standards on the rights, support and protection of victims of crime",***I,Leg,Draft legislative resolution,s,"Parvanova, Barrio ",A7-0244/2012 ,2011/0129/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0244&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,611,9,13,42.0,13.0,232.0,48.0,15.0,73.0,168.0,20.0,0.737,0.419,0.85,0.842,0.455,0.88,0.862,0.571,1,0,0,0
3114,122.0,1,2012-09-12 00:00:00,"Administration of certain Community tariff quotas for high-quality beef, and for pigmeat, poultrymeat, wheat and meslin, and brans, sharps and other residues",***I,Leg,Draft legislative resolution,s,Moreira,A7-0212/2012 ,2011/0445/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0212&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,654,7,13,46.0,18.0,244.0,53.0,17.0,75.0,174.0,27.0,0.807,0.581,0.894,0.93,0.515,0.904,0.892,0.771,1,0,0,0
3115,122.0,1,2012-09-12 00:00:00,Imports of olive oil and other agricultural products from Turkey as regards the delegated and implementing powers to be conferred on the Commission,***I,Leg,Draft legislative resolution,s,Moreira,A7-0209/2012 ,2011/0453/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0209&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,641,27,11,47.0,12.0,241.0,56.0,9.0,74.0,177.0,25.0,0.825,0.387,0.883,0.982,0.273,0.892,0.908,0.714,1,0,0,0
3116,122.0,1,2012-09-12 00:00:00,"EC-Australia agreement on mutual recognition in relation to conformity assessment, certificates and markings",***,Leg,Draft legislative resolution,s,Moreira,A7-0211/2012 ,2010/0146/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0211&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,665,7,7,48.0,24.0,244.0,54.0,15.0,75.0,177.0,28.0,0.842,0.774,0.894,0.947,0.455,0.904,0.908,0.8,1,0,0,0
3117,122.0,1,2012-09-12 00:00:00,EC-New Zealand agreement on mutual recognition in relation to conformity assessment,***,Leg,Draft legislative resolution,s,Moreira,A7-0210/2012 ,2010/0139/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0210&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,669,6,6,48.0,25.0,244.0,56.0,15.0,76.0,176.0,29.0,0.842,0.806,0.894,0.982,0.455,0.916,0.903,0.829,1,0,0,0
3118,122.0,1,2012-09-12 00:00:00,Measures in relation to countries allowing non-sustainable fishing for the purpose of the conservation of fish stocks,***I,Leg,Draft legislative resolution,s, Gallagher ,A7-0146/2012 ,2011/0434/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0146&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,659,11,7,47.0,17.0,246.0,54.0,17.0,73.0,176.0,29.0,0.825,0.548,0.901,0.947,0.515,0.88,0.903,0.829,1,0,0,0
3121,122.0,3,2012-09-12 00:00:00,"
Common organisation of the markets in fishery and aquaculture products",***I,Leg,Draft legislative resolution,s,Stevenson,A7-0217/2012 ,2011/0194/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0217&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,620,27,27,48.0,15.0,242.0,55.0,14.0,75.0,171.0,0.0,0.842,0.484,0.886,0.965,0.424,0.904,0.877,0.0,1,0,0,0
3138,123.0,1,2012-09-13 00:00:00,Intergovernmental agreements between Member States and third countries in the field of energy,***I,Leg,Draft legislative resolution,s,Kariņš,A7-0264/2012 ,2011/0238/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0264&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,369,240,14,44.0,16.0,224.0,0.0,7.0,63.0,3.0,12.0,0.772,0.516,0.821,0.0,0.212,0.759,0.015,0.343,0,1,0,0
3140,123.0,2,2012-09-13 00:00:00,Agricultural product quality schemes,***I,Leg,Draft legislative resolution,s,Pérez,A7-0266/2011 ,2010/0353/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0266&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution,1.0,,0,RCV,+,528,57,33,43.0,18.0,221.0,0.0,16.0,64.0,164.0,2.0,0.754,0.581,0.81,0.0,0.485,0.771,0.841,0.057,1,0,0,0
3151,123.0,6,2012-09-13 00:00:00,Implementation of the bilateral safeguard clause and the stabilisation mechanism for bananas of the Association Agreement between the EU and Central America,***I,Leg,Draft legislative resolution,s,Leichtfried,A7-0237/2012 ,2011/0263/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0237&language=EN,Committee on International Trade,International trade,"Annex, title and introductory part",0.0,41,GUE/NGL,RCV,-,60,539,10,0.0,6.0,3.0,0.0,11.0,1.0,11.0,28.0,0.0,0.194,0.011,0.0,0.333,0.012,0.056,0.8,0,0,0,0
3152,123.0,1,2012-09-13 00:00:00,Permitted uses of orphan works,***I,Leg,Draft legislative resolution,s,Oedenberg,A7-0055/2012 ,2011/0136/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0055&language=EN,Committee on Legal Affairs,Juridical affairs,vote: legislative resolution,1.0,,0,RCV,+,531,11,65,43.0,15.0,223.0,14.0,13.0,65.0,158.0,0.0,0.754,0.484,0.817,0.246,0.394,0.783,0.81,0.0,1,0,0,0
