Vote ID;File;Order of vote;Date;O'clock;Title;Title_Ro;Title_Fr;Title_German;Title_Polski;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;interinstitutional file number;Link;Committee responsabile;De/Policy area;Subject;Subject_ro;Subject_fr;Subject_ger;Subject_pl;"Final vote?";Am No.;Author;RCV;Vote;Yeas;No;Abs
76;5;8;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;After paragraph 10;;;;;0;14;GUE/NGL;RCV;-;79;504;52
77;5;9;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;After paragraph 10;;;;;0;15;GUE/NGL;RCV;-;95;491;40
78;5;10;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;After paragraph 10;;;;;0;16;GUE/NGL;RCV;-;68;501;63
79;5;11;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;After paragraph 12;;;;;0;17;GUE/NGL;RCV;-;114;479;41
80;5;12;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;After recital J;;;;;0;3;GUE/NGL;RCV;-;121;431;87
81;5;13;18.09.2014;;Israel-Palestine after the Gaza war and the role of the EU;;;;;;Non;Joint motion for resolution;s;0;B8-0117/2014 ;2014/2845/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;447;143;41
82;5;1;18.09.2014;;Commission Delegated Regulation: Reinstatement of market access for Fiji (request by GUE/NGL and Greens/EFA groups to reject Commission delegated act);;;;;;Non;Motion for resolution;q;0;B8-0081/2014 ;2014/2781/DEA;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0081&language=EN;0;International trade;vote: resolution;;;;;1;;0;RCV;-;153;397;18
83;6;1;21.10.2014;;Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/004 ES/Comunidad Valenciana metal;;;;;;Bud;Motion for resolution;q;Šulin;A8-0013/2014;2014/2064/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0013&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;589;72;10
84;6;1;21.10.2014;;Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/012 BE/Ford Genk;;;;;;Bud;Motion for resolution;q;Rübig;A8-0015/2014;2014/2065/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0015&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;593;84;10
85;6;1;21.10.2014;;Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/002 BE/Carsid;;;;;;Bud;Motion for resolution;q;Sarvamaa;A8-0017/2014;2014/2071/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0017&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;595;84;9
86;6;1;21.10.2014;;Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/006 FR/PSA;;;;;;Bud;Motion for resolution;q;Thomas;A8-0016/2014;2014/2076/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0016&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;579;81;9
87;7;1;22.10.2014;;Election of the Commission;;;;;;Non;Appointment of the Juncker Commission;s;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;0;Constitutional and inter-institutional affairs;approbation;;;;;1;;0;RCV;+;423;209;67
88;7;1;22.10.2014;;Draft amending budget No 2/2014 - surplus resulting from the implementation of the budget year 2013;;;;;;Bud;Motion for resolution;q;Deprez;A8-0018/2014;2014/2035/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0018&language=EN;Committee on Budgets;Budget;vote: resolution;;;;;1;;0;RCV;+;521;88;56
89;7;1;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 1;;;;;0;;S&D;RCV;+;513;93;77
90;7;2;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 2;;;;;0;;S&D;RCV;+;500;131;60
91;7;3;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;04 02 60;;;;;0;849;GUE/NGL;RCV;-;59;623;9
92;7;4;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;04 02 64;;;;;0;758;GUE/NGL;RCV;-;268;369;52
93;7;5;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 3;;;;;0;;S&D;RCV;+;506;126;62
94;7;6;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;05 03 01 01 ;;;;;0;232;Greens/EFA;RCV;-;323;309;58
95;7;7;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;05 03 02 99;;;;;0;231;Greens/EFA;RCV;-;268;386;31
96;7;8;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 4;;;;;0;;S&D;RCV;+;494;139;60
97;7;9;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 5;;;;;0;;S&D;RCV;+;503;137;54
98;7;10;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;Block 6;;;;;0;;S&D;RCV;+;481;155;54
99;7;11;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;1 0 0 0;;;;;0;553;GUE/NGL;RCV;-;178;473;31
100;7;12;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;1 0 0 4;;;;;0;554;GUE/NGL;RCV;-;176;441;67
101;7;13;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;1 0 0 6;;;;;0;555;GUE/NGL;RCV;-;192;464;33
102;7;14;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;1 0 2;;;;;0;556;GUE/NGL;RCV;-;184;458;36
103;7;15;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;1 0 3 0 ;;;;;0;557;GUE/NGL;RCV;-;174;477;36
104;7;16;22.10.2014;;Draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN;Committee on Budgets;Budget;2 1 0 5;;;;;0;676;Greens/EFA;RCV;-;91;559;48
105;7;1;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;Before paragraph 1;;;;;0;61;GUE/NGL;RCV;-;43;624;23
106;7;2;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;Paragraph 4;;;;;0;31;ECR;RCV;-;125;538;30
107;7;3;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 4;;;;;0;32;ECR;RCV;-;124;540;24
108;7;4;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 5;;;;;0;33;ECR;RCV;-;116;489;87
109;7;5;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 6;;;;;0;41;GUE/NGL;RCV;-;280;328;88
110;7;6;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 10;;;;;0;39;GUE/NGL;RCV;-;311;321;61
111;7;7;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 11;;;;;0;63;GUE/NGL;RCV;-;104;541;47
112;7;8;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 27;;;;;0;40;GUE/NGL;RCV;-;130;517;41
113;7;9;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 29;;;;;0;4;Greens/EFA;RCV;-;111;525;53
114;7;10;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 29;;;;;0;5;Greens/EFA;RCV;-;133;526;18
115;7;11;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 38;;;;;0;43;GUE/NGL;RCV;-;133;550;9
116;7;12;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 39;;;;;0;64;GUE/NGL;RCV;-;139;521;30
117;7;13;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 43;;;;;0;46;GUE/NGL;RCV;-;173;473;47
118;7;14;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 44;;;;;0;48;GUE/NGL;RCV;-;210;431;51
119;7;15;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 45;;;;;0;11;Greens/EFA;RCV;-;139;492;62
120;7;16;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 45;;;;;0;12;Greens/EFA;RCV;+;341;294;45
121;7;17;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 56;;;;;0;50;GUE/NGL;RCV;-;93;532;50
122;7;18;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;Paragraph 57;;;;;0;51;GUE/NGL;RCV;-;83;582;18
123;7;19;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 61;;;;;0;13;Greens/EFA;RCV;-;179;474;36
124;7;20;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 75;;;;;0;65;GUE/NGL;RCV;-;53;630;15
125;7;21;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 85;;;;;0;53;GUE/NGL;RCV;-;332;341;21
126;7;22;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 85;;;;;0;58;GUE/NGL;RCV;-;194;437;56
127;7;23;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;Paragraph 86;;;;;0;;original text;RCV;+;511;124;54
128;7;24;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 86;;;;;0;55;GUE/NGL;RCV;-;139;521;26
129;7;25;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 91;;;;;0;57;GUE/NGL;RCV;-;222;429;39
130;7;26;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;After paragraph 93;;;;;0;59;GUE/NGL;RCV;-;197;483;10
131;7;27;22.10.2014;;General budget of the European Union for the financial year 2015 - all sections;;;;;;Bud;Motion for resolution;s;Rubial/Hohlmeier;A8-0014/2014;2014/2040/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN;Committee on Budgets;Budget;vote: resolution;;;;;1;;0;RCV;+;464;186;46
132;7;1;22.10.2014;;Protocol to the EU-Republic of Korea Free Trade Agreement to take account of Croatia's accession to the EU;;;;;***;Leg;Draft legislative resolution;s;Zahradil;A8-0012/2014;2014/0019/NLE;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0012&language=EN;Committee on International Trade;International trade;approbation;;;;;1;;0;RCV;+;524;53;106
133;7;1;22.10.2014;;European Semester for economic policy coordination: implementation of 2014 priorities;;;;;;Non;Motion for resolution;s;De Backer;A8-0019/2014;2014/2059/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0019&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 8;;;;;0;;original text;RCV;+;435;252;4
134;7;2;22.10.2014;;European Semester for economic policy coordination: implementation of 2014 priorities;;;;;;Non;Motion for resolution;s;De Backer;A8-0019/2014;2014/2059/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0019&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: resolution;;;;;1;;0;RCV;+;426;240;10
135;8;1;23.10.2014;;Closing down of Memorial (Sakharov Prize 2009) in Russia;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0164/2014;2014/2903/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0164&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;529;57;34
